Row #	X	Y	XY-up	XY-down
1	0.719020783901215	0.926777780056	1.17296504974365	1.1730170249939
2	0.719105780124664	0.926777780056	1.1730170249939	1.17306911945343
3	0.719190716743469	0.926777780056	1.17306911945343	1.17312121391296
4	0.719275593757629	0.926777780056	1.17312121391296	1.1731733083725
5	0.719360530376434	0.926777780056	1.1731733083725	1.17322540283203
6	0.719445407390594	0.926777780056	1.17322528362274	1.17327737808228
7	0.71953022480011	0.926777780056	1.17327737808228	1.17332947254181
8	0.71961510181427	0.926777780056	1.17332935333252	1.17338144779205
9	0.719699919223785	0.926777780056	1.17338144779205	1.1734334230423
10	0.719784736633301	0.926777780056	1.1734334230423	1.17348551750183
11	0.719869554042816	0.926777780056	1.17348551750183	1.17353749275208
12	0.719954311847687	0.926777780056	1.17353749275208	1.17358946800232
13	0.720039129257202	0.926777780056	1.17358946800232	1.17364144325256
14	0.720123887062073	0.926777780056	1.17364144325256	1.17369341850281
15	0.720208644866943	0.926777780056	1.17369341850281	1.17374551296234
16	0.720293343067169	0.926777780056	1.17374551296234	1.17379748821259
17	0.720378041267395	0.926777780056	1.17379748821259	1.17384946346283
18	0.720462799072266	0.926777780056	1.17384946346283	1.17390143871307
19	0.720547497272491	0.926777780056	1.17390143871307	1.17395341396332
20	0.720632135868073	0.926777780056	1.17395341396332	1.17400538921356
21	0.720716774463654	0.926777780056	1.17400538921356	1.17405736446381
22	0.720801413059235	0.926777780056	1.17405736446381	1.17410933971405
23	0.720886051654816	0.926777780056	1.17410933971405	1.17416131496429
24	0.720970630645752	0.926777780056	1.17416131496429	1.17421317100525
25	0.721055269241333	0.926777780056	1.17421317100525	1.17426514625549
26	0.721139788627625	0.926777780056	1.17426514625549	1.17431712150574
27	0.721224367618561	0.926777780056	1.17431712150574	1.17436897754669
28	0.721308946609497	0.926777780056	1.17436897754669	1.17442095279694
29	0.721393406391144	0.926777780056	1.17442095279694	1.17447280883789
30	0.72147798538208	0.926777780056	1.17447280883789	1.17452478408813
31	0.721562445163727	0.926777780056	1.17452478408813	1.17457664012909
32	0.721646964550018	0.926777780056	1.17457664012909	1.17462849617004
33	0.72173148393631	0.926777780056	1.17462849617004	1.17468047142029
34	0.721815884113312	0.926777780056	1.17468047142029	1.17473232746124
35	0.721900343894959	0.926777780056	1.17473232746124	1.1747841835022
36	0.721984684467316	0.926777780056	1.1747841835022	1.17483615875244
37	0.722069144248962	0.926777780056	1.17483615875244	1.1748880147934
38	0.722153544425964	0.926777780056	1.1748880147934	1.17493975162506
39	0.722237944602966	0.926777780056	1.17493975162506	1.17499172687531
40	0.722322285175323	0.926777780056	1.17499172687531	1.17504358291626
41	0.722406625747681	0.926777780056	1.17504358291626	1.17509543895721
42	0.722490966320038	0.926777780056	1.17509543895721	1.17514729499817
43	0.72257524728775	0.926777780056	1.17514729499817	1.17519915103912
44	0.722659587860107	0.926777780056	1.17519915103912	1.17525088787079
45	0.72274386882782	0.926777780056	1.17525088787079	1.17530274391174
46	0.722828149795532	0.926777780056	1.17530274391174	1.1753545999527
47	0.7229123711586	0.926777780056	1.1753545999527	1.17540633678436
48	0.722996652126312	0.926777780056	1.17540633678436	1.17545819282532
49	0.723080813884735	0.926777780056	1.17545819282532	1.17550992965698
50	0.723165094852448	0.926777780056	1.17550992965698	1.17556190490723
51	0.72324925661087	0.926777780056	1.17556178569794	1.1756135225296
52	0.723333477973938	0.926777780056	1.1756135225296	1.17566537857056
53	0.723417639732361	0.926777780056	1.17566537857056	1.17571723461151
54	0.723501741886139	0.926777780056	1.17571723461151	1.17576897144318
55	0.723585903644562	0.926777780056	1.17576897144318	1.17582070827484
56	0.72367000579834	0.926777780056	1.17582070827484	1.17587244510651
57	0.723754107952118	0.926777780056	1.17587244510651	1.17592430114746
58	0.723838210105896	0.926777780056	1.17592430114746	1.17597603797913
59	0.723922252655029	0.926777780056	1.17597603797913	1.17602777481079
60	0.724006295204163	0.926777780056	1.17602777481079	1.17607951164246
61	0.724090337753296	0.926777780056	1.17607951164246	1.17613124847412
62	0.724174380302429	0.926777780056	1.17613124847412	1.17618298530579
63	0.724258422851563	0.926777780056	1.17618298530579	1.17623472213745
64	0.724342405796051	0.926777780056	1.17623472213745	1.17628633975983
65	0.72442638874054	0.926777780056	1.17628633975983	1.17633807659149
66	0.724510371685028	0.926777780056	1.17633807659149	1.17638981342316
67	0.724594354629517	0.926777780056	1.17638981342316	1.17644155025482
68	0.724678218364716	0.926777780056	1.17644155025482	1.1764931678772
69	0.724762141704559	0.926777780056	1.1764931678772	1.17654490470886
70	0.724846065044403	0.926777780056	1.17654490470886	1.17659664154053
71	0.724929988384247	0.926777780056	1.17659664154053	1.1766482591629
72	0.725013792514801	0.926777780056	1.1766482591629	1.17669987678528
73	0.725097715854645	0.926777780056	1.17669987678528	1.17675161361694
74	0.725181460380554	0.926777780056	1.17675161361694	1.17680335044861
75	0.725265383720398	0.926777780056	1.17680335044861	1.17685496807098
76	0.725349187850952	0.926777780056	1.17685496807098	1.17690658569336
77	0.725432932376862	0.926777780056	1.17690658569336	1.17695820331573
78	0.725516736507416	0.926777780056	1.17695820331573	1.1770099401474
79	0.725600481033325	0.926777780056	1.17700982093811	1.17706155776978
80	0.725684285163879	0.926777780056	1.17706155776978	1.17711317539215
81	0.725767970085144	0.926777780056	1.17711317539215	1.17716479301453
82	0.725851714611053	0.926777780056	1.17716479301453	1.1772164106369
83	0.725935399532318	0.926777780056	1.1772164106369	1.17726802825928
84	0.726019084453583	0.926777780056	1.17726802825928	1.17731964588165
